# True label, Predicted label, Predicted Probability
1.000000	1.000000	0.530747
0.000000	1.000000	0.518057
0.000000	1.000000	0.545451
0.000000	1.000000	0.550884
0.000000	0.000000	0.380053
0.000000	1.000000	0.567104
1.000000	0.000000	0.468955
1.000000	0.000000	0.447913
1.000000	1.000000	0.547028
1.000000	0.000000	0.388342
1.000000	1.000000	0.585199
1.000000	1.000000	0.551197
0.000000	1.000000	0.541233
1.000000	1.000000	0.563057
0.000000	1.000000	0.529540
1.000000	1.000000	0.502598
1.000000	1.000000	0.549804
0.000000	1.000000	0.528065
0.000000	1.000000	0.566123
0.000000	1.000000	0.544975
1.000000	1.000000	0.558893
1.000000	1.000000	0.554995
0.000000	1.000000	0.565371
0.000000	1.000000	0.546978
1.000000	1.000000	0.540201
1.000000	1.000000	0.550755
0.000000	0.000000	0.390524
0.000000	1.000000	0.543849
0.000000	1.000000	0.562807
0.000000	1.000000	0.542848
0.000000	1.000000	0.535930
0.000000	1.000000	0.555766
1.000000	1.000000	0.550952
1.000000	1.000000	0.543725
1.000000	1.000000	0.540179
0.000000	1.000000	0.535865
0.000000	1.000000	0.552946
1.000000	1.000000	0.558918
1.000000	1.000000	0.543411
0.000000	0.000000	0.380053
1.000000	1.000000	0.545140
1.000000	1.000000	0.552745
0.000000	1.000000	0.538901
0.000000	1.000000	0.547682
1.000000	1.000000	0.576416
1.000000	0.000000	0.497236
1.000000	1.000000	0.539797
1.000000	1.000000	0.545365
1.000000	1.000000	0.539322
0.000000	1.000000	0.536879
1.000000	1.000000	0.548352
0.000000	1.000000	0.535180
1.000000	1.000000	0.561661
0.000000	0.000000	0.380053
1.000000	1.000000	0.538077
0.000000	1.000000	0.550897
0.000000	0.000000	0.380053
1.000000	1.000000	0.551591
1.000000	1.000000	0.558186
0.000000	0.000000	0.380053
1.000000	1.000000	0.540632
1.000000	1.000000	0.555848
1.000000	1.000000	0.553007
1.000000	1.000000	0.572568
1.000000	1.000000	0.537898
0.000000	1.000000	0.550284
1.000000	1.000000	0.514862
1.000000	1.000000	0.553973
1.000000	1.000000	0.543514
1.000000	1.000000	0.512171
1.000000	1.000000	0.510282
0.000000	1.000000	0.535753
0.000000	1.000000	0.543328
0.000000	1.000000	0.555188
1.000000	1.000000	0.543299
1.000000	1.000000	0.549617
1.000000	1.000000	0.558880
0.000000	1.000000	0.559913
1.000000	1.000000	0.553558
0.000000	1.000000	0.561116
1.000000	1.000000	0.569775
1.000000	1.000000	0.545768
0.000000	1.000000	0.538205
1.000000	1.000000	0.562855
0.000000	1.000000	0.514809
0.000000	0.000000	0.488572
0.000000	0.000000	0.397380
0.000000	1.000000	0.546606
1.000000	1.000000	0.546988
0.000000	1.000000	0.551704
1.000000	1.000000	0.547343
0.000000	1.000000	0.543251
0.000000	1.000000	0.533745
1.000000	1.000000	0.554789
0.000000	1.000000	0.563687
0.000000	1.000000	0.546946
0.000000	1.000000	0.558405
1.000000	1.000000	0.539425
0.000000	1.000000	0.549595
0.000000	1.000000	0.560096
0.000000	1.000000	0.542472
1.000000	1.000000	0.549594
0.000000	1.000000	0.563604
0.000000	1.000000	0.546403
0.000000	1.000000	0.560873
0.000000	1.000000	0.531585
0.000000	1.000000	0.561264
1.000000	1.000000	0.523979
1.000000	1.000000	0.531913
0.000000	1.000000	0.559932
0.000000	1.000000	0.559862
1.000000	1.000000	0.556597
0.000000	1.000000	0.560495
1.000000	1.000000	0.558817
1.000000	1.000000	0.558829
0.000000	0.000000	0.380053
0.000000	1.000000	0.513566
0.000000	1.000000	0.547746
0.000000	1.000000	0.561465
0.000000	1.000000	0.532000
1.000000	1.000000	0.579918
1.000000	1.000000	0.563141
0.000000	0.000000	0.390617
0.000000	1.000000	0.544945
1.000000	1.000000	0.554122
0.000000	0.000000	0.380053
1.000000	1.000000	0.539394
0.000000	1.000000	0.565080
0.000000	1.000000	0.552150
1.000000	1.000000	0.549317
1.000000	0.000000	0.496447
1.000000	1.000000	0.558168
1.000000	1.000000	0.559921
0.000000	1.000000	0.563289
0.000000	1.000000	0.527997
0.000000	1.000000	0.532797
0.000000	0.000000	0.389209
0.000000	1.000000	0.526967
1.000000	1.000000	0.528077
1.000000	1.000000	0.555514
0.000000	1.000000	0.551719
1.000000	1.000000	0.532725
0.000000	1.000000	0.550373
0.000000	0.000000	0.401570
1.000000	1.000000	0.550405
1.000000	1.000000	0.540667
1.000000	1.000000	0.562205
1.000000	1.000000	0.556910
1.000000	1.000000	0.547017
1.000000	1.000000	0.548788
1.000000	1.000000	0.543898
1.000000	1.000000	0.595271
0.000000	1.000000	0.545281
1.000000	1.000000	0.543078
1.000000	1.000000	0.554465
1.000000	1.000000	0.556163
1.000000	1.000000	0.556441
1.000000	1.000000	0.549909
1.000000	1.000000	0.562317
1.000000	1.000000	0.540343
0.000000	0.000000	0.380053
0.000000	1.000000	0.566514
0.000000	1.000000	0.548916
1.000000	1.000000	0.555057
0.000000	1.000000	0.580184
0.000000	1.000000	0.526435
1.000000	1.000000	0.572928
0.000000	1.000000	0.563680
0.000000	1.000000	0.567712
0.000000	1.000000	0.558995
0.000000	1.000000	0.555061
1.000000	1.000000	0.558961
0.000000	1.000000	0.548077
1.000000	1.000000	0.552491
1.000000	1.000000	0.535490
1.000000	1.000000	0.558378
0.000000	1.000000	0.549330
1.000000	1.000000	0.536458
0.000000	1.000000	0.541754
1.000000	1.000000	0.547635
1.000000	1.000000	0.549803
1.000000	1.000000	0.534807
0.000000	1.000000	0.548307
0.000000	0.000000	0.388661
0.000000	1.000000	0.550840
0.000000	1.000000	0.564664
1.000000	1.000000	0.556073
1.000000	1.000000	0.544191
1.000000	1.000000	0.553628
1.000000	1.000000	0.524306
0.000000	1.000000	0.555247
0.000000	1.000000	0.525845
